12/08/2021 10:38:40: Test started!
12/08/2021 10:38:58: Maximum H Bridge Temperature: 25.5
12/08/2021 10:38:58: Maximum H Bridge Humidity: 57.0
12/08/2021 10:38:58: Maximum Motor Temperature: 25.8
12/08/2021 10:38:58: Maximum Motor Humidity: 58.0
12/08/2021 10:38:58: Maximum Supply Voltage: 46.57
12/08/2021 10:38:58: Minimum Supply Voltage: 46.57

12/08/2021 10:38:58: Test stopped!
12/08/2021 10:40:21: Test started!
12/08/2021 10:40:45: Maximum H Bridge Temperature: 25.5
12/08/2021 10:40:45: Maximum H Bridge Humidity: 57.0
12/08/2021 10:40:45: Maximum Motor Temperature: 25.9
12/08/2021 10:40:45: Maximum Motor Humidity: 57.0
12/08/2021 10:40:45: Maximum Supply Voltage: 0
12/08/2021 10:40:45: Minimum Supply Voltage: 0.0
12/08/2021 10:40:45: Maximum Speed: 10000.0
12/08/2021 10:40:45: Minimum Speed: 10000.0

12/08/2021 10:40:45: Test stopped!
